title,abstract,year,journal
Colposospensione Secondo Burch: Studio Urodinamico,"INTRODUZIONE. La incontinenza da sforzo dovuta ad incompetenza uretrale edefinita come la perdita involotanria di urine attraverso l'uretra intatta, quando la pressione vescicale supera la pressione intra-uretrale per elevazione della pressione intraddominale, in assenza di attivita contrattile detrusoriale (International Continence Society, 1976)1111. II notevole numero di differenti procedure chirurgiche utilizzate dai vari autori nella correzione della stress incontinence e in relazione molto probabilmente alIa evidente cornplessita del problema affrontato. L'intervento chirurgico determina generalmente una risoluzione della sintomatologia clinica nell'40%-97% (STANTON, 1983) delle pazienti; la percentuale di successo ein relazione fondamentalmente al tipo di intervento praticato, aIle modalita di selezione preoperatoria, al coesistente descensus pelvico, all'entita della patologia. Sebbene gli scopi principali della chirurgia per l'incontinenza da sforzo siano stati ormai definiti, poca chiarezza esiste circa Ie modalita nel raggiungimento di questi. Infatti scarsamente conosciuti sono gli intrinseci aspetti per ciascuna procedura chirurgica che ne determinano il suecesso 0 il fallimento, in particolare, considerando Ie funzioni principali dell'uretra e Ie sue modificazioni post-intervento. Alcuni aspetti della funzione uretrale valutati urodinamicamente subiscono delle modificazioni nel postintervento; si osserva spesso un incremento della trasmissione pressoria addominale sull'uretra sotto sforzo ed un incremento della pressione di chiusura uretrale (STANTON, 1983). BURCH ha descritto nel1961 un intervento ad approccio sovrapubico capace di correggere contemporaneamente sia la incontinenza da sforzo che il prolasso vaginale anteriore (concomitante nel 50% dei casi). La percentuale di successi riportata dai vari autori sino ad oggi (STANTON, 1983) nella risoluzione clinica della forma patologica ha determinato una netta tendenza a favore dell' approccio sovrapubico piuttosto che vaginale. Dal1983 il nostro orientamento terapeutico nel trattamento chirurgico della stress incontinence ha subito una radicale modificazione in relazione fondamental-",1990,Urologia Journal
The Integration of Automatic Segmentationand Motion Tracking for 4 D Reconstructionand Visualization of MusculoskeletalStructures,"The3Dreconstructionofhighcontrastanatomicalstructures has beenwidely explored. However, a classof importantclinical problemsinvolvesthemotionof verycomplex musculosk eletalstructuresincluding the joints, hence a 4D reconstructionis desired. Practical difficultieswith 4D reconstructionwith MRI includethe time required for data acquisition,the resolutionrequired for visualization of small but critical structures, the grossinhomogeneities of field coil response , the degreeof noisepresentwith the signal and the extremelow-contrast detailsbetweensome distinctanatomicalstructures.Wepresenta comprehensive approach to 4D musculosk eletal imagery that addressthe abovechallenges.SpecificMRI imagingprotocols;segmentation, motionestimationand motion tracking algorithms are developedand applied to rendercomplex 4D musculoskeletalsystems. Applicationsof theapproach includethe analysisof the rotation of the upperarm and the kneeex-",1998,
The efficiency of modified jackknife and ridge type regression estimators: a comparison.,"A common problem in multiple regression models is multicollinearity, which pro- duces undesirable eects on the least squares estimator. To circumvent this problem, two well known estimation procedures are often suggested in the literature. They are Generalized Ridge Regression (GRR) estimation suggested by Hoerl and Kennard (8) and the Jackknifed Ridge Regression (JRR) estimation suggested by Singh et al. (13). The GRR estimation leads to a reduction in the sampling variance, whereas, JRR leads to a reduction in the bias. In this paper, we propose a new estimator namely, Modied Jackknife Ridge Regression Estimator (MJR). It is based on the criterion that combines the ideas underlying both the GRR and JRR estimators. We have investigated standard properties of this new estimator. From a simulation study, we nd that the new estimator often outperforms the LASSO, and it is superior to both GRR and JRR estimators, using the mean squared error criterion. The conditions under which the MJR estimator is better than the other two competing estimators have been investigated. Full text",2008,
Prostate Cancer Classification Based on Gene Expression and Splicing Profiles,"The purpose of this study was to propose a method for classifying prostate cells into specific diagnostic categories based on their gene expression and exon in- clusion level and compare their performance in classification. In order to build a concise statistical model with meaningful biological information, we combining univariate analysis with multivariate analysis with lasso regularization for variable selection. Missing data is an important problem for exon inclusion level in our data. We apply two imputation methods and compare their results. Our ques- tions in concern were answered by error rates of 100 iterations of cross-validation in testing after training. We found: (1) Exon inclusion level has a much stronger prediction ability than gene expression on our data by making lower error rates (p-value=1.29e-11 for exon inclusion level imputed by median and 2.20e-16 for exon inclusion level imputed by KNN); (2) The model built on exon inclusion level is more concise with less variables than that built on gene expression (p- value=8.15e-6); (3) Imputation methods on exon inclusion level does not affect classification results (p-value=5.37e-1).",2015,
[Rhinoscleroma: two cases in Bobo-Dioulasso in Burkina Faso].,"INTRODUCTION
Rhinoscleroma is a chronic granulomatous infection of the respiratory tract due to Klebsiella rhinoscleromatis (K. rhinoscleromatis).


PATIENTS AND METHOD
We observed two cases of rhinoscleroma in the Souro-Sanou university hospital of Bobo-Dioulasso, Burkina Faso, over a 9-year period (2009 to 2010).


RESULTS
A 19-year-old man and a 38-year-old woman both consulted with obstructive granuloma of the nasal fossae; one also had a velar localization. The treatment consisted of surgical debridement and antibiotic therapy (ciprofloxacin). Good results followed the surgery. On follow-up after two and one and a half years, we observed no relapse.


CONCLUSION
The diagnosis of rhinoscleroma should be considered for any obstructive tumor of the nasal fossae. Histopathological examination contributes to the diagnosis.",2012,Medecine et sante tropicales
Enfermedades infecciosas: Resfriado comÃºn,"TÃ­tulo: El hombre caÃ±Ã³n. TÃ­tulo original: The Strong Man. PaÃ­s: Estados Unidos. AÃ±o: 1926. Director: Frank Capra. MÃºsica: Carl Davis (1985). FotografÃ­a: Glenn Kershner, Elgin Lessley. Montaje: Harold Young, Arthur Ripley (no acreditado). GuiÃ³n: Arthur Ripley (argument) Hal Conklin, Robert Eddy, Reed Heustis, Tay Garnett (no acreditado). IntÃ©rpretes: Harry Langdon, Priscilla Bonner, Gertrude Astor, William V. Mong, Robert McKim, Arthur Thalasso,... Color: blanco y negro. DuraciÃ³n: 75 minutos. GÃ©nero: comedia. Idioma original: muda. Productoras: Harry Langdon Corporation. Sinopsis: â€œLa trama comienza en la Primera Guerra Mundial. En primera lÃ­nea del frente su protagonista, el soldado belga Paul Bergot (Harry Langdon), combate contra un fornido alemÃ¡n con la ayuda de un tirachinas ya que es incapaz de hacerlo con una ametralladora. En un parÃ©ntesis en su particular lucha recibe una carta de Mary Brown (Priscilla Bonner), una joven americana con la que mantiene correspondencia y de la que estÃ¡ enamorado. Viendo la foto que le ha enviado se le va el santo al cielo y cae en manos del fortachÃ³n alemÃ¡n que le hace prisionero. Al acabar la contienda lo encontramos en la isla de Ellis, esperando para entrar en Estados Unidos, formando parte de la compaÃ±Ã­a de Zandow el grande (Arthur Thalasso), el hombre mÃ¡s fuerte del mundo, el alemÃ¡n que le capturo. Alberga la esperanza de encontrar a Mary a pesar de que sÃ³lo posee su foto, ningÃºn dato mÃ¡s, la joven no le habÃ­a mandado su direcciÃ³n probablemente para ocultarle que es ciegaâ€1. Enlaces: El hombre caÃ±Ã³n (1926). Disponible en: http://www.imdb.com/title/tt0017437/?ref_=fn_al_tt_1Ã§",2013,
"Thalassodromeus sebesensis , an out of place and out of time Gondwanan tapejarid pterosaur","Abstract We report here the first occurrence of a small pterosaur, Thalassodromeus sebesensis from the Maastrichtian Hateg Island. This new species with its significantly expanded premaxillary crest extends the known distribution of this genus from South America to Europe. Furthermore, this important discovery doubles the thalassadromine fossil record and demonstrates a 42Â million years temporal displacement from its older Aptian Gondwanan congener Thalassodromeus sethi. T. sebesensis sp. nov. is diagnosed by an unusual expanded premaxillary crest and synapomorphies shared only with its Brazilian congener, T. sethi. Yet, the new specimen displays enough autapomorphic characters to erect a new thalassodromine species. The discovery of T. sebesensis in an exposure known for its diverse angiosperm assemblage lends more support to the tapejarid and flowering plants co-evolution. It also suggests this new small thalassadromine was a forest dweller, as such possibly not competing with the known giant azhdarchid pterosaurs on this island. Moreover, its presence in this insular ecosystem confirms once more the aberrant nature of the Late Cretaceous Hateg island-dwelling endemic fauna.",2015,Gondwana Research
Pyralidae and Microlepidoptera of the Marquesas Archipelago,"Clarke, J.F. Gates. Pyralidae and Microlepidoptera of the Marquesas Archipelago. Smithsonian Contributions to Zoology, number 416, 485 pages, 319 figures, 1 table, 1986.â€”In this publication 82 genera and 260 species and subspecies are treated. The following genera, species and subspecies are described as new (each new genus is noted with its type species): Neoxychirota (type-species: N. isolata); Stangeia distantia; Ernopthora iospila, lechriogramma, aphanoptera, palassoptera; Zatnagiria exedra; Cateremna decipula; Delcina (type-species: D. diaspora); Psara orphnopeza; Tessema (type-species: T. sensilis); Bradina fide Ha, stricta, emphasis, eremica; Cangetta eschatia; Idioblasta transversata, stenogramma, amydrosoma, acrogramma, linearis; Eudonia clavula, achlya, ara, aplysia, dupla, munroei; Dichelopa amorpha, flexura, hadrotes, chionogramma; platyxantha, dorsata, phalaranthes aporrhegma, ochroma, gnoma, paragnoma, meligma, zona, canitia, argema; Duessa marquesana; Cydia peudomalesana; Orneodespterochroma, xanthozona; Autosticha leucoptera; Chelophoba melaina; Pitycona attenuata; Ephesteris longicornis; Asymphorodes macrogramma, didyma, plemmelia, trigrapha, diamphidius, aporia, hypostema, brevimacula, hemileucus, cuneatus, seminiger, albicoma, semiluteus, nigricornis, cicatricula, amblysoma, chalcoptera, lenticula, chrysophanes, mesoxanthus, adynatus, melanosoma, chalcocoma, homosoma, bipunctatus, remigiata, emphereia, regina, poliopterus, canicoma, lucidus, diffidentia, culminis, fractura, lucerna, phalarogramma, leucoloma, paraporia, chalcosoma, aenigrna, montomeryi, nuciferae, favilla, trichogramma, sericeus, acritopterus, spodogramma, honoria, phaeodelta, leptotes, mediostriatus, nebrias, ochrogramma; Herlinda (type-species: H. phaeoxantha), fasciola, iota, oligoria; Adeana (type-species: Labdia leucoxantha Meyrick); Iressa microsema; Melnea (type-species: Ascalenia armigera Meyrick); Cosmopterix nonna, diandra; Acanthophlebia (type-species: A. argentea); Imma philomena, gloriana,feaniensis, rotia, assita, impariseta, heppneri; Choreutis chelaspis euthenia; Prays ignota; Eftichia (type-species: E. chrysoleuca); Terthroptera astochia; Epicephala spinula; Caloptilia insidia; Decadarchis celestra, incongrua, aspera, tritogramma; Wyoma (type-species: W. dysgnoia); Comodica signata; Opogona discordia. Many new combinations are made. Male and female genitalia are figured where possible and wings of all species are illustrated. OFFICIAL PUBLICATION DATE is handstamped in a limited number of initial copies and is recorded in the Institution's annual report, Smithsonian Year. SERIES COVER DESIGN: The coral Montastrea cavernosa (Linnaeus). Library of Congress Cataloging in Publication Data Clarke, J.F. Gates (John Frederick Gates), 1905Pyralidae and Microlepidoptera of the Marquesas Archipelago (Smithsonian contributions to zoology ; no. 416) Bibliography: p. Includes index. Supt. of Docs, no.: SI 1.27:416 1. Mothsâ€”Marquesas Islandsâ€”Classification. 2. Pyralidaeâ€”Classification. 3. Insectsâ€” Classification. 4. Insectsâ€”Marquesas Islandsâ€”Classification. I. Title. II. Series. QL1.S54 no. 416 [QL559.M37] 591s 85-600124 [595.78'1]",1986,
Fast Bayesian model assessment for nonparametric additive regression,"Variable selection techniques for the classical linear regression model have been widely investigated. Variable selection in fully nonparametric and additive regression models has been studied more recently. A Bayesian approach for nonparametric additive regression models is considered, where the functions in the additive model are expanded in a B -spline basis and a multivariate Laplace prior is put on the coefficients. Posterior probabilities of models defined by selection of predictors in the working model are computed, using a Laplace approximation method. The prior times the likelihood is expanded around the posterior mode, which can be identified with the group LASSO, for which a fast computing algorithm exists. Thus Markov chain Monte-Carlo or any other time consuming sampling based methods are completely avoided, leading to quick assessment of various posterior model probabilities. This technique is applied to the high-dimensional situation where the number of parameters exceeds the number of observations.",2014,Comput. Stat. Data Anal.
Removable covered self-expanding metal stent for extraction of a large biliary stone in a patient on dual antiplatelet therapy.,"A 76-year-old man, who had previously undergone coronary artery bypass grafting but had episodes of myocardial infarction despite dual antiplatelet therapy, was diagnosed with a large common bile duct (CBD) stone that was causing recurrent cholangitis. Based on general agreement among the cardiologists and hematologists, his antiplatelet agents were neither stopped nor replaced with bridging medication. He underwent endoscopic retrograde cholangiopancreatography (ERCP) without biliary sphincterotomy 7 days prior to referral to our unit. His cholangitis was temporarily treated with a straight plastic stent passing alongside the stone; however, within 3 days of the procedure, the stent had migrated distally. The patient underwent a second ERCP with stent removal at our center. Given the constraints on performing a sphincterotomy, a 10Ã—60-mm fully covered selfexpanding metal stent (SEMS) with anchoring flaps (Hanarostent, M.I. Tech Co., Seoul; South Korea) was deployed across the papilla. An attempt to mobilize the stone with a Dormia basket failed, so the stone was subsequently dragged into the metal stent using a Fogarty balloon (â—"" Fig.1). The SEMS was easily invaginated from the proximal lasso and was removed with the CBD stone inside it (â—"" Video 1). Standard management for the extraction of bile duct stones involves ERCP with biliary sphincterotomy. In patients who are unsuitable for sphincterotomy [1] or young patients wishing to preserve the function of their sphincter of Oddi, endoscopic papillary balloon dilation could be an attractive alternative [2]. However, it is technically a risk factor for post-ERCP pancreatitis [3] and carries a potential risk of papillary bleeding related to the passage of the Dormia basket through the dilated papilla. SEMSs have been increasingly used to treat benign biliary strictures and bile leaks [4]. Recently, the use of SEMSs has been extended to complex biliary stones as a bridge to repeated attempts at extraction. Cerefice et al. [2], in a series of 36 patients, reported a clinical success rate of 83%, with an 11.1% stent migration rate. In this case, the SEMS allowed for gentle extraction of the stone, with only minor trauma to the papilla owing to invagination of the stent. Moreover, the anchoring flaps of the metal stent prevented it migrating distally as the stone was pulled into it with the Fogarty balloon. In patients receiving dual antiplatelet therapy that cannot be discontinued, the use of SEMSs for stones extraction may be an expensive but safe alternative.",2014,Endoscopy
Compressive Sensing for High-Resolution Direction-of-Arrival Estimation via Iterative Optimization on Sensing Matrix,"A novel compressive sensing- (CS-) based direction-of-arrival (DOA) estimation algorithm is proposed to solve the performance degradation of the CS-based DOA estimation in the presence of sensing matrix mismatching. Firstly, a DOA sparse sensing model is set up in the presence of sensing matrix mismatching. Secondly, combining the Dantzig selector (DS) algorithm and least-absolute shrinkage and selection operator (LASSO) algorithm, a CS-based DOA estimation algorithm which performs iterative optimization alternatively on target angle information vector and sensing matrix mismatching error vector is proposed. The simulation result indicates that the proposed algorithm possesses higher angle resolution and estimation accuracy compared with conventional CS-based DOA estimation algorithms.",2015,International Journal of Antennas and Propagation
Long-term clay raw material selection and use in the region of Classical/Hellenistic to Early Byzantine Sagalassos (SW Turkey),"Abstract A provenance study was carried out on coarse ceramics from the Classical/Hellenistic to Mid-Byzantine city of Sagalassos, SW Turkey. The ceramics were sampled from the excavations of the city, and clay raw materials were sampled throughout its ancient territory. Used techniques were optical microscopy and electron microprobe analysis on thin sections, geochemical analysis (fusion ICP/MS and mineralogical analysis (X-ray diffraction). The geochemical/mineralogical diversity in the ceramics is not as wide as for the clay raw materials. It seems that even at the restricted scale of this study, the resources were limited to the area around the ancient site. The differences between the ceramics are likely due to the use of different ophiolitic clay bodies being exploited for their production.",2012,Journal of Archaeological Science
Psychological Distress is increasing among customer-facing retail employees: Evidence from 1997 to 2015,"Do customer-facing retail employees in the US have a higher prevalence of psychological distress? We examine psychological distress in a sample that includes 19,832 customer-facing retail employees from a sample of 1,115,280 employees of a cross-sectional National Health Interview Survey (NHIS) from 1997 through 2015. Our results show that customer-facing retail employees report significantly higher psychological distress than do employees in other industries and that its prevalence is increasing. These findings are consistent with mild and high levels of psychological distress. LASSO regression shows that, after self-reported health and poverty level, being a customer-facing retail employee is the third most important predictor of psychological distress.",2018,Journal of Business Research
Techniques for reducing air bubble intrusion into the left atrium during radiofrequency catheter and cryoballoon ablation procedures: An exÂ vivo study with a high-resolution camera.,"BACKGROUND
Air embolisms are serious complications during catheter ablation procedures.


OBJECTIVES
The aims of the present study were to determine when air bubbles enter the left atrium (LA) during catheter ablation procedures and to identify techniques that reduce air bubble intrusion.


METHODS
An exÂ vivo study was performed to monitor air bubbles using a silicone heart model and a high-resolution camera. In total, 280 radiofrequency catheter and cryoballoon ablation processes were tested.


RESULTS
Small and large air bubbles were often observed during catheter ablation processes. Many small air bubbles arose during sheath flushing at fast speeds (15 mL/2 s) (median bubble number [quartiles]: 35 [20-53] for SL0, 35 [23-44] for Agilis, and 98 [91-100] for FlexCath) and during initial cryoballoon inflation/freezing/deflation (34 [22-47]). Large (â‰¥1.5 mm) air bubbles were observed during Lasso catheter insertion (1 [0-1]), cryoballoon insertion (2Â [1-2]), and initial inflation/freezing/deflation (1 [1-3]). Massive air bubbles were observed during Optima catheter insertion into the sheath using an inserter (10 [2-15]). Sheath flushing at slow speeds (15 mL/5 s) significantly reduced the number of air bubbles. Before cryoballoon insertion, temporary balloon inflation and air bubble removal from the inflated surface were most effective in reducing air bubble intrusions. Optima catheter insertion without an inserter significantly reduced large air bubble intrusion.


CONCLUSION
Air bubbles entered the LA at specific times. Techniques such as sheath flushing at slow speeds, temporary cryoballoon inflation before insertion, inserting the Optima catheter without an inserter, and avoidance of negative pressure in the LA could reduce air bubble intrusion.",2019,Heart rhythm
