title,abstract,year,journal
"Discovery of a New Stratum of the Albianâ€”Turonian Stage in the Jining Basin, Inner Mongolia","In the Shangdu depression of the Jining Basin, a new stratum has been found with abundant microfossils. The stratum has been first named after the â€œGaowusu Formationâ€ and â€œDahulun Formationâ€ from lower to upper by the authors. In the Gaowusu Formation the following fossil assemblages have been established: Polynology â… . the Cyathiditesâ€”Aequitriraditesâ€”Pilosisporitesâ€”Tricolpopollenites assemblage; Ostracodes â… . the Mongolocypris infidelisâ€”M. teraâ€”M. longa assemblage; Charophytesâ… . the Obtusochara niaoheensisâ€”Atopochara alanensisâ€”Sphaerochara datongensis assemblage. In the Dahulun Formation the fossil assemblages established are: Polynology â…¡. the Schizaeoisporitesâ€”Taxodiaceaepollenites assemblage, which is further divided into 2 subassemblages: â‘  the Cicatricosisporitesâ€”Classopollis Subassemblage and â‘¡ the Tricolpitesâ€”Polyporites Subassemblage. Ostracodes â…¡. the Mongolocypris cf. infidelis- M. cf. tera assemblage. Charophytes â…¡. the Grambastichara yuntaishanensisâ€”Hornichara productasâ€”Raskyaechara wumengensis assemblage. According to the characteristics of the above fossil groups, the Gaowusu Formation is assigned in geological age to Albian of the late early Cretaceous and the Dahulun Formation is assigned to Cenomanianâ€”Turonian of the early late Cretaceous.",2005,Geological Review
The order Kiloniellales,"The Kiloniellaceae family is represented currently by a single genus Kiloniella with the species Kiloniella laminariae as type species. Kiloniella laminariae was isolated from the marine macroalga Saccharina latissima (former Laminaria saccharina) obtained from the Baltic Sea. The bacterium is a mesophilic, typical marine bacterium. It is a chemoheterotrophic aerobic bacterium with the potential of denitrification. Growth optima are at 25 Â°C, pH 5.5, and 3 % NaCl. The distinguished phylogenetic position separates Kiloniella from other alphaproteobacterial orders. The 16S rRNA gene sequence revealed a distant relationship to species of several orders of the Alphaproteobacteria with less than 91 % sequence similarity. This gives rise to the recognition of Kiloniella as a representative of a new order of the Alphaproteobacteria, the Kiloniellales. Phylogenetic analyses revealed a distinct cluster of Kiloniella with an uncharacterized bacterium (isolate KOPRI 13522) from hydrothermal plumes. This cluster forms a larger group together with the distantly related Terasakiella pusilla (88.4 % sequence similarity of the 16S rRNA gene) and the Thalassospira species (88.9â€“90.2 % sequence similarity). These genera are supposed to form separate families within the Kiloniellales.",2014,
Relating resting-state fMRI and EEG brain connectivity across frequency bands,"Audience: To those interested in the relationship between resting-state EEG and fMRI connectivity. Purpose: It has been shown that the resting-state (rs) networks observed with fMRI reflect electrophysiological activity [1-3]. However, questions remain regarding which EEG features most closely reflect rs-fMRI networks. For example, significant spatial agreement with fMRI derived networks emerged from MEG data filtered in the Î² and Î± frequency bands [1, 2]. Whereas, work in anesthetised animals with intracranial EEG suggested that the rs-fMRI signal correlated with the EEG power coherence in low-frequency bands [3]. We relate the covariance structure of the Hilbert envelope of the source localised electrophysiological signal to the covariance matrices derived from rs-fMRI. This allows direct comparison of EEG and fMRI connectivity. Statistical inference has been shown to be a useful tool in examining the relationship between brain connectivity variables [4, 5]. We use statistical inference based on sparse Canonical Correlation Analysis (sCCA) [6] to predict EEG brain connectivity from fMRI connectivity and vice-versa and we identify the most prominent connections that contribute to this relationship. Methods: Simultaneous EEG-fMRI was acquired from 17 adult volunteers. Scalp EEG was recorded using a 64-channel MR-compatible electrode cap (BrainCap MR). A T2*-weighted gradient-echo EPI sequence with 300 volumes was acquired at 1.5T: TR/TE=2160/30 msec, 30 slices with thickness 3.0 mm (1mm gap), effective voxel size 4.0Ã—3.3Ã—3.3 mm, flip angle 75, FOV 210Ã—210Ã—120 mm. A T1-weighted structural image was also obtained. EEG was corrected for scanner and cardiac pulse related artefacts using Brain Vision Analyzer 2. It was down-sampled to 250 Hz and frequency filtered into five bands: Î´(1-4Hz), Î¸(4-8Hz), Î±(8-13Hz), Î²(13-30Hz) and Î³(30-70Hz). Frequency filtered EEG data were projected into source space using beamforming as implemented in SPM12b [2, 7]. The signal was segmented into (fMRI) TR epochs. The average envelope of the signal was estimated for each segment based on the absolute value of the Hilbert transform. Preprocessing of the fMRI data involves removing the first five volumes, motion correction, low pass filtering and spatial smoothing with FSL. Both pre-processed fMRI and the averaged envelope of the EEG signals were averaged within cortical gray matter regions derived from Freesurferâ€™s anatomical parcellation of the T1-weighted image. For this reason, the Freesurfer parcellation was propagated to native fMRI and MNI space, respectively, with non-rigid registration. For each cortical region, the fMRI signal is averaged across all voxels, whereas the EEG signal is projected from sensor space to points randomly drawn from the region. The regionâ€™s centre of mass is always included whereas the number of points is proportional to regionâ€™s volume. Connectivity matrices were derived based on the precision matrix, the inverse of covariance of the averaged time series signal. This reflects partial correlation and it has been estimated based on a shrinkage approach [8]. We use sCCA to learn sparse vectors , that maximize the linear relationship between EEG ( ) and rsfMRI ( ) connectivity data as in eq.1 [6]. Sparsity is achieved based on lasso penalties , that result in simultaneous multivariate dimensionality reduction and selection of the most relevant connections. Subsequently, rs-fMRI connectivity is predicted from an unseen EEG connectivity matrix according to eq.2. Viceversa EEG ( ) connectivity can be predicted from rs-fMRI connectivity ( ), eq.3. is a diagonal matrix with the canonical correlation scores. We estimated the similarity between connectivity matrices based on a distance metric that quantifies differences in the space of covariance matrices as in eq.4 [4, 5, 9].",2013,
â€œLas ciudades en los procesos electorales nacionalesâ€ Conversatorio II,"El segundo foro de la Red de Universidades CiviTic se llevo a cabo el jueves 6 de abril del 2017, con el tema: â€œLas ciudades en los procesos electorales nacionalesâ€. Este foro abordo el tema del rol de las ciudades en las elecciones presidenciales en el Ecuador, llevadas a cabo el 19 de febrero del 2017, la primera vuelta, y el 2 de abril del 2017, la segunda. Elecciones en las cuales pasaron a la segunda vuelta: el candidato oficialista Lenin Moreno por el movimiento Alianza Pais, y el candidato opositor, representante de una parte de la derecha ecuatoriana, Guillermo Lasso, por el movimiento de la Alianza Creo-Suma.",2017,
From Ethical Principles to Response-Able Practice:,"Chapter 3 of When Species Meet opens with a fictional encounter between a laboratory animal caretaker and the guinea pigs he works with. The laboratory is used to research sleeping sickness in cattle. As part of the experimental process, guinea pigs are shaved and placed in tight little baskets, wire cages filled with biting flies are placed over them, and their skins are painted with poisons to see if these sicken the flies. During a discussion with an observer (a young girl), the animal caretaker puts his arm into the cage. His arm is immediately covered by flies and starts to swell up. The man explains he does this to learn what the guinea pigs are suffering (page 69). For Donna Haraway, this moment captures a very different sense of what is meant by ethical practice, what she terms sharing suffering. Rather than looking towards higher guiding principles and rights to justify the pain and suffering felt by animal subjects during the experimental process, the ethical response she urges is about entangled subjectivities ` opening to shared pain and mortality and learning what that living and thinking teaches'' (page 83). Haraway's move here resonates with other moments where geographers, among others, have produced cartographies for a relational ethics. Firstly, it shifts the focus of ethics away from a singular Cartesian ethical subject, an autonomous individual capable of making rational ethical choices. For Haraway, abstract discussions of ethical principles are limited by working with human or animal individuals, ``the wrong units'' (page 70). In contrast, Haraway's concept of sharing suffering begins not with the expressed wishes of an individual, but with a relationship between the animal caretaker and his guinea pigs which seeks to share suffering. Sharing suffering is a collective not an individual achievement. As Jane Bennett might put it, this is a kind of agency which is ` distributed across multiple, overlapping bodies, disseminated in degreesorather than the capacity of a unitary subject of consciousness'' (2007, page 134). Similarly, the geographer Sarah Whatmore (1997) suggests that any ethical issue cannot be confined to one person, place, or procedure (like an informed consent), but needs to be `situated' in relation to a whole series of locations and agents. But in WSM Haraway also moves beyond a call for a more situated appreciation of ethical decision making. In her chapter on sharing suffering, ethics seems to take on more performative dimensions. The scientist in her opening vignette does not just think about the practices entangling his subjectivity with others, he performs them through sticking his hand in the cage and through the everyday practices of caring for and working with the guinea pigs. Here WSM is perhaps closer to some of the arguments made by nonrepresentational theory and its imperative to be attentive to processes exceeding the moment of (ethical) representation.Within geography, Derek McCormack's (2003) empirical account of a Dance Movement Therapy classoa therapy principled on a relationship between emotion and motionoalso describes a performative ethics. Here, rather than focusing on representing different ethical interests through a procedure (such as the signing of a consent form) ethics is articulated through touch, gesturing hands, and bodily movement. McCormack's account fleshes out what Haraway's ethic of sharing suffering might entail as an Environment and Planning D: Society and Space 2010, volume 28, pages 43 ^ 45",2010,Environment and Planning D-society & Space
Sparse Brain Network Recovery Under Compressed Sensing,"Partial correlation is a useful connectivity measure for brain networks, especially, when it is needed to remove the confounding effects in highly correlated networks. Since it is difficult to estimate the exact partial correlation under the small-n large-p situation, a sparseness constraint is generally introduced. In this paper, we consider the sparse linear regression model with a l1-norm penalty, also known as the least absolute shrinkage and selection operator (LASSO), for estimating sparse brain connectivity. LASSO is a well-known decoding algorithm in the compressed sensing (CS). The CS theory states that LASSO can reconstruct the exact sparse signal even from a small set of noisy measurements. We briefly show that the penalized linear regression for partial correlation estimation is related to CS. It opens a new possibility that the proposed framework can be used for a sparse brain network recovery. As an illustration, we construct sparse brain networks of 97 regions of interest (ROIs) obtained from FDG-PET imaging data for the autism spectrum disorder (ASD) children and the pediatric control (PedCon) subjects. As validation, we check the network reproducibilities by leave-one-out cross validation and compare the clustered structures derived from the brain networks of ASD and PedCon.",2011,IEEE Transactions on Medical Imaging
[Operative treatment of claw deformity by lassoplasty].,"OBJECTIVES
The aim is correction of claw deformity of the fingers by intrinsic paralysis.


INDICATIONS
Indications are claw deformity of fingers caused by palsy or functional loss of the interosseus or lumbrical muscles as far as the function of the superficial and deep flexors of the finger is intact.


CONTRAINDICATIONS
Contraindications are loss or paralysis of finger flexors supplied by the median nerve, fixed extension or flexion contracture of the finger joints, osteoarthritis and other malfunctions of the finger joints, no active flexion and extension of the interphalangeal joints due to compromised tendon gliding. Relative: Upper ulnar nerve palsy with functional loss of the deep flexor of the small and ring finger and possibly of the middle finger.


SURGICAL TECHNIQUE
The operation technique involves detachment of the flexor digitorum superficialis IV tendon (FDSÂ IV) distal to Camper's chiasm, division of the tendon into separate strips, interweaving of each tendon strip into the proximal part of the A2 pulley of the affected fingers. In cases of claw deformity of all fingers it may be advantageous to apply the superficial flexor tendon of the long finger in addition to the FDSÂ IV tendon as otherwise the FDSÂ IV tendon has to be divided into four strips resulting in relatively thin tendon strips. If the FDSÂ III and IV tendons are applied, the two strips of the FDSÂ IV tendon are used for lassoplasty of the small and ring fingers and the FDSÂ III tendon for lassoplasty of the middle and index fingers.


POSTOPERATIVE MANAGEMENT
Postoperative management includes immobilization of the operated fingers by a dorsoulnar forearm plaster cast including the metacarpophalangeal joints which are flexed to 70Â°. After 2Â weeks replacement of the cast by a thermoplastic splint for another 4Â weeks. During the whole period exercises for the finger and thumb should be carried out.


RESULTS
From April 2003 to June 2012 a total of 17Â patients, 8Â female and 9Â male were surgically treated for claw deformity. The dominant hand was affected in seven patients. The average age was 46â€‰Â±â€‰15 (22-80) years, the average interval from onset of ulnar palsy to lassoplasty was 61â€‰Â±â€‰91 (3-288) months. The final follow-up was performed after an average of 42â€‰Â±â€‰32 (2-112) months. Claw deformity was resolved in 14 out of the 17Â patients. The grip strength was on average 58â€‰Â±â€‰28â€‰% (11-96Â %) of the unaffected hand, the mean disabilities of the arm, shoulder and hand (DASH) score was 32â€‰Â±â€‰18 (5-68) points and the degree of patient satisfaction 7â€‰Â±â€‰2 (0-10). According to own results and those in the literature lassoplasty can be recommended for the treatment of claw deformity.",2013,Operative Orthopadie und Traumatologie
Generalized Reduced Error Logistic Regression Machine,"Reduced Error Logistic Regression (RELR) is a new form of regression that significantly reduces error in logit coefficients and outcome predictions. RELR leads to reliable variable shortlisting and stable parameter reduction processes that overcome the dual curses of dimensionality and complexity. RELR is fundamentally different from arbitrary regression coefficient smoothing methods like Lasso and Penalized Logistic Regression, as it models nonarbitrary error estimates. This paper will review this new supervised learning machine and show that it can perform decisively better than standard methods including Penalized Logistic Regression. RELR does not use validation sample information in training, so its reduced error compared to Penalized Logistic Regression is especially significant.",2008,
A flexible quantile regression model for medical costs with application to Medical Expenditure Panel Survey Study.,"Medical costs are often skewed to the right and heteroscedastic, having a sophisticated relation with covariates. Mean function regression models with low-dimensional covariates have been extensively considered in the literature. However, it is important to develop a robust alternative to find the underlying relationship between medical costs and high-dimensional covariates. In this paper, we propose a new quantile regression model to analyze medical costs. We also consider variable selection, using an adaptive lasso penalized variable selection method to identify significant factors of the covariates. Simulation studies are conducted to illustrate the performance of the estimation method. We apply our method to the analysis of the Medical Expenditure Panel Survey dataset.",2018,Statistics in medicine
Frequency domain reconstruction of stochastically sampled signals based on compressive sensing,"The field of compressed sensing (CS) has recently been gaining traction as a viable workaround to the Nyquist-Shannon sampling theorem (NSST). This allows highly accurate signal recovery from incomplete frequency information. In this paper, we investigate the ability of compressive sampling to recover the higher harmonics of a recorded guitar signal. Sampling is done in the temporal domain, and the reconstruction is performed in the frequency domain. It is shown that even when taking a small number of random samples corresponding to some underlying sub-Nyquist rate, the base frequency, including up to fifth-order harmonics, can be recovered. The performance of three algorithms, namely least absolute shrinkage and selection operator (LASSO), orthogonal matching pursuit (OMP), and smoothed l0 norm (SL0) algorithm in terms of computation time and reconstruction error (cosine similarity) were investigated.",2019,
Applicazione dei laser scanner terrestri in campo agro-forestale e ambientale,"Le tecniche di laser scanning terrestre suscitano un interesse sempre piu crescente sia in campo ambientale sia in campo agro-forestale in quanto consentono unâ€™acquisizione rapida e affidabile di nuvole di punti 3D in grado di rappresentare tridimensionalmente gli oggetti rilevati. In un lasso di tempo relativamente breve, tali tecniche hanno aperto la strada ad un ampio spettro di applicazioni in pieno campo. Al di la della misura interattiva di nuvole georeferenziate di punti, le tecniche per il rilevamento automatizzato di oggetti, la determinazione delle loro caratteristiche geometriche e lâ€™analisi della risposta del segnale laser rappresentano temi di ricerca prioritari. Lâ€™elevata qualita delle nuvole di punti 3D generate dai sistemi di laser scanning insieme alla possibilita di automatizzare le successive post-elaborazioni dei dati hanno esteso il potenziale applicativo dei laser scanner terrestri anche ai settori ambientali e agro-forestali. Questo contributo illustra innanzitutto lo stato dellâ€™arte dei sistemi laser scanner terrestri dal punto di vista tecnologico e discute le diverse soluzioni tecnologiche e i diversi parametri di sistema in relazione alle possibili applicazioni in campo ambientale e forestale. Nella seconda parte saranno invece presentati alcuni casi di studio esplicativi delle potenzialita e delle limitazioni operative della tecnica di laser scanning terrestre in campo ambientale e agro-forestale. 
 
Terrestrial laser scanning techniques find rapidly growing interest in both environmental and agro-forestry fields as efficient tools for fast and reliable 3D point data acquisition and 3D representation of the object viewed by the scanners. They have opened a wide range of application fields within a rather short period of time. Beyond interactive measurement in 3D point clouds, techniques for the automatic detection of objects, the determination of geometric parameters, and the analysis of the reflectance signal form high priority research issues. The high quality of 3D point clouds generated by laser scanners and the data process automation potential make terrestrial laser scanning also an interesting tool for environmental and agro-forestry applications. The paper will first review current laser scanner systems from a technological point of view and discuss different scanner technologies and system parameters regarding their suitability for environmental and agro-forestry applications. In the second part of the paper, results of case studies on potentials and limitations of terrestrial laser scanners in environmental and agro-forestry fields will be presented.",2011,
Supervised group Lasso with applications to microarray data analysis,"BackgroundA tremendous amount of efforts have been devoted to identifying genes for diagnosis and prognosis of diseases using microarray gene expression data. It has been demonstrated that gene expression data have cluster structure, where the clusters consist of co-regulated genes which tend to have coordinated functions. However, most available statistical methods for gene selection do not take into consideration the cluster structure.ResultsWe propose a supervised group Lasso approach that takes into account the cluster structure in gene expression data for gene selection and predictive model building. For gene expression data without biological cluster information, we first divide genes into clusters using the K-means approach and determine the optimal number of clusters using the Gap method. The supervised group Lasso consists of two steps. In the first step, we identify important genes within each cluster using the Lasso method. In the second step, we select important clusters using the group Lasso. Tuning parameters are determined using V-fold cross validation at both steps to allow for further flexibility. Prediction performance is evaluated using leave-one-out cross validation. We apply the proposed method to disease classification and survival analysis with microarray data.ConclusionWe analyze four microarray data sets using the proposed approach: two cancer data sets with binary cancer occurrence as outcomes and two lymphoma data sets with survival outcomes. The results show that the proposed approach is capable of identifying a small number of influential gene clusters and important genes within those clusters, and has better prediction performance than existing methods.",2006,BMC Bioinformatics
On Penalty Parameter Selection for Estimating Network Models.,"Network models are gaining popularity as a way to estimate direct effects among psychological variables and investigate the structure of constructs. A key feature of network estimation is determining which edges are likely to be non-zero. In psychology, this is commonly achieved through the graphical lasso regularization method that estimates a precision matrix of Gaussian variables using an [Formula: see text]-penalty to push small values to zero. A tuning parameter, Î», controls the sparsity of the network. There are many methods to select Î», which can lead to vastly different graphs. The most common approach in psychological network applications is to minimize the extended Bayesian information criterion, but the consistency of this method for model selection has primarily been examined in high dimensional settings (i.e., nâ€‰<â€‰p) that are uncommon in psychology. Further, there is some evidence that alternative selection methods may have superior performance. Here, using simulation, we compare four different methods for selecting Î», including the stability approach to regularization selection (StARS), K-fold cross-validation, the rotation information criterion (RIC), and the extended Bayesian information criterion (EBIC). Our results demonstrate that penalty parameter selection should be made based on data characteristics and the inferential goal (e.g., to increase sensitivity versus to avoid false positives). We end with recommendations for selecting the penalty parameter when using the graphical lasso.",2019,Multivariate behavioral research
LatinoamÃ©rica: entre el caudillo y el emprendedor,"La figura del caudillo, con lo que conlleva de populismo, ha sido protagonista del desarrollo histÃ³rico de LatinoamÃ©rica, a juicio de Guillermo Lasso. Pero en las Ãºltimas dÃ©cadas se aventura un cambio ideolÃ³gico y polÃ­tico de trascendencia: estÃ¡ surgiendo la figura del emprendedor. La promociÃ³n de la innovaciÃ³n empresarial, sin embargo, estÃ¡ condicionada por el desarrollo de un marco de libertad real, un hecho todavÃ­a lejano para algunos paÃ­ses del continente.",2012,
