title,abstract,year,journal
A machine learning approach for predictive models of adverse events following spine surgery.,"BACKGROUND
Rates of adverse events following spine surgery vary widely by patient-, diagnosis-, and procedure-related factors. It is critical to understand the expected rates of complications and to be able to implement targeted efforts at limiting these events.


PURPOSE
To develop and evaluate a set of predictive models for common adverse events after spine surgery.


STUDY DESIGN
A retrospective cohort study PATIENT SAMPLES: We extracted 345,510 patients from the Truven MarketScan (MKS) and MarketScan Medicaid Databases and 760,724 patients from the Centers for Medicare and Medicaid Services (CMS) Medicare database who underwent spine surgeries between 2009 and 2013.


OUTCOME MEASURES
Overall adverse event (AE) occurrence and types of AE occurrence during the 30-day post-operative follow-up.


METHODS
We applied a least absolute shrinkage and selection operator (LASSO) regularization method and a logistic regression approach for predicting the risks of an overall AE and the top six most commonly observed AEs. Predictors included patient demographics, location of the spine procedure, comorbidities, type of surgery performed, and pre-operative diagnosis.


RESULTS
The median ages of MKS and CMS patients were 49 years and 69, respectively. The most frequent individual AE was a cardiac dysfunction in CMS (10.6%) patients and a pulmonary complication (4.7%) in MKS. The AUC of a prediction model for an overall AE was 0.7. Among the six individual prediction models, the model for predicting the risk of a pulmonary complication showed the greatest accuracy (AUC 0.76), and the range of AUC for these six models was 0.7 and 0.76. Medicaid status was one of the most important factors in predicting the occurrences of AEs; Medicaid recipients had increased odds of AEs by 20-60% compared to non-Medicaid patients (odds ratios: 1.28-1.6; P<10-10). Logistic regression showed higher AUCs than LASSO across these different models.


CONCLUSIONS
We present a set of predictive models for AEs following spine surgery that account for patient-, diagnosis-, and procedure-related factors which can contribute to patient-counseling, accurate risk adjustment, and accurate quality metrics.",2019,The spine journal : official journal of the North American Spine Society
Regularized Multinomial Regression Method for Hyperspectral Data Classification via Pathwise Coordinate Optimization,"Hyperspectral imagery generally contains enormous amounts of data due to hundreds of spectral bands. As recent researchers have discovered, many of the bands are highly correlated and may provide redundant information for the classification related problems. Therefore, feature selection is very important in hyperspectral image processing problem. ''Pathwise Coordinate Descent'' algorithm is the ''one-at-a-time'' coordinate-wise descent algorithm for a class of convex optimization problems. When applied on the L1-regularized regression (lasso) problem, the algorithm can handle large problems and can also efficiently obtain sparse features in a comparatively very low timing cost. Through computing the solutions for a decreasing sequence of regularization parameters, the algorithm also combines model selection procedure into itself. In this paper, we utilize the multinomial logistic regression with lasso, elastic-net convex penalties on hyperspectral image classification. Pathwise Coordinate Descent is used for estimation these models. Experimental results demonstrate that, in the context of the hyperspectral data classification problem, models obtained by Pathwise Coordinate Descent algorithm do effectively achieve a sparse feature subsets and very good classification results with very low computational costs.",2009,2009 Digital Image Computing: Techniques and Applications
"La ""libertÃ  dei mari"". Ugo Grozio e gli sviluppi della talassocrazia olandese nel primo Seicento","La ""liberta dei mari"". Ugo Grozio e gli sviluppi della talassocrazia olandese nel primo Seicento",1997,
Extracting Property Semantics from Japanese Wikipedia,"Here is discussed how to build up ontology with many properties from Japanese Wikipedia. The ontology includes is-a relationship (rdfs:subClassOf), class-instance relationship (rdf:type) and synonym relation (skos:altLabel) moreover it includes property relations and types. Property relations are triples, property domain (rdfs:domain) and property range (rdfs:range). Property types are object (owl:ObjectProperty), data (owl:DatatypeProperty), symmetric (owl:SymmetricProperty), transitive (owl:TransitiveProperty), functional (owl:FunctionalProperty) and inverse functional (owl:InverseFunctionalProperty).",2012,
Lâ€™alÃ©a pluviomÃ©trique dans la prise de dÃ©cisions en culture cotonniÃ¨re pluviale,"Les decisions dâ€™ordre tactique que le paysan est amene a prendre au cours de la campagne agricole concernent des techniques culturales telles que lâ€™application dâ€™un complement dâ€™engrais ou le declenchement dâ€™un traitement insecticide. Le systeme COTONS Â®_SIMBAD associe un modele mecaniste de simulation de la croissance et du developpement du cotonnier et un modele de simulation de degÃ¢ts de chenilles carpophages. Le systeme permet de simuler des Â« experimentations virtuelles Â». Sur un ensemble de 33 saisons des pluies enregistrees a Bobo Dioulasso (Burkina Faso), lâ€™apport dâ€™un supplement azote comme la mise en Å“uvre dâ€™une protection phytosanitaire, modifient sensiblement le risque de ne pas atteindre un objectif de rendement fixe a priori. La regle de decision dâ€™un apport complementaire dâ€™azote tient compte de la hauteur des plants et du nombre de sites fructiferes par plant ; la decision du declenchement dâ€™un programme de protection phytosanitaire est soumise a un seuil relatif au nombre de capsules vertes. Le Â« cout Â» de mise en Å“uvre de chacune de ces regles de decision est deduit de la frequence de realisation des conditions dâ€™application de chaque regle.",2006,Cahiers Agricultures
Learning to Learn for Structured Sparsity,"Structured sparsity has recently emerged in statistics, machine learning and signal processing as a promising paradigm for learning in high-dimensional settings. A number of methods have been proposed for learning under the assumption of structured sparsity, including group LASSO and graph LASSO. All of these methods rely on prior knowledge on how to weight (equivalently, how to penalize) individual subsets of variables during the subset selection process. However, these weights on groups of variables are in general unknown. Inferring group weights from data is a key open problem in research on structured sparsity. In this paper, we propose a Bayesian approach to the problem of group weight learning. We model the group weights as hyperparameters of heavy-tailed priors on groups of variables and derive an approximate inference scheme to infer these hyperparameters. We empirically show that we are able to recover the model hyperparameters when the data are generated from the model, and moreover, we demonstrate the utility of learning group weights in synthetic and real denoising problems.",2014,
"Heterologous and in Vitro Reconstitution of Fuscanodin, a Lasso Peptide from Thermobifida fusca.","Lasso peptides are a class of ribosomally derived natural products typified by their threaded rotaxane structure. The conversion of a linear precursor peptide into a lasso peptide structure requires two enzymatic activities: cleavage of the precursor via a cysteine protease and cyclization via isopeptide bond formation. In vitro studies of lasso peptide enzymology have been hampered by difficulties in obtaining pure, soluble enzymes. We reasoned that thermophilic bacteria would be a good source for well-behaved lasso peptide biosynthetic enzymes. The genome of the thermophilic actinobacterium Thermobifida fusca encodes for a lasso peptide with an unprecedented Trp residue at its N-terminus, a peptide we have named fuscanodin. Here we reconstitute fuscanodin biosynthesis in vitro with purified components, establishing a minimal fuscanodin synthetase. These experiments have allowed us to probe the kinetics of lasso peptide biosynthesis for the first time, and we report initial rates of fuscanodin biosynthesis. The fuscanodin biosynthetic enzymes are insensitive to substrate concentration and operate in a near single-turnover regime in vitro. While lasso peptides are often touted for their stability to both chaotropic and thermal challenges, fuscanodin is found to undergo a conformational change consistent with lasso peptide unthreading in organic solvents at room temperature.",2019,Journal of the American Chemical Society
A Two-Stage Method to Identify Joint Modules From Matched MicroRNA and mRNA Expression Data,"MicroRNAs (miRNAs) are a class of small non-coding RNAs, which play key roles in gene regulation. Previous studies have revealed that they are likely to work together to regulate their common target genes. Discovery of the underlying combinatorial regulation between miRNAs and genes can provide useful information for understanding their functions as well as their close relevance to cancer. In this paper, we propose a two-stage method for identifying miRNA-gene regulatory modules by integrating miRNA and mRNA expression profiles and miRNA genomic cluster data. We first develop a multiple-output sparse group lasso (MSGL) regression model to predict a miRNA-gene association matrix (i.e., a miRNA-gene regulatory network). Further, we propose a L0-regularized singular value decomposition (L0-SVD) to identify miRNA-gene joint modules from the predicted regulatory network. We test our method on the matched miRNA and mRNA expression profiles in breast cancer from TCGA project and identify ten miRNA-gene regulatory modules. We find that 1) the modules are significantly associated in the predicted miRNA-gene regulatory network; 2) the modules are significantly enriched in GO biological processes and KEGG pathways, respectively; 3) many miRNAs and genes in the modules are related with breast cancer. On average, 51% of the miRNAs and 30% of the genes are related with breast cancer. The results demonstrate that miRNA-gene regulatory modules provide insights into the mechanisms of the combinatorial regulation between miRNAs and genes.",2016,IEEE Transactions on NanoBioscience
Automatic Annotation of Radiological Observations in Liver CT Images,"We aim to predict radiological observations using computationally-derived imaging features extracted from computed tomography (CT) images. We created a dataset of 79 CT images containing liver lesions identified and annotated by a radiologist using a controlled vocabulary of 76 semantic terms. Computationally-derived features were extracted describing intensity, texture, shape, and edge sharpness. Traditional logistic regression was compared to L(1)-regularized logistic regression (LASSO) in order to predict the radiological observations using computational features. The approach was evaluated by leave one out cross-validation. Informative radiological observations such as lesion enhancement, hypervascular attenuation, and homogeneous retention were predicted well by computational features. By exploiting relationships between computational and semantic features, this approach could lead to more accurate and efficient radiology reporting.",2012,AMIA ... Annual Symposium proceedings. AMIA Symposium
Efficiency and Cost Studies of Hinteregger all Terrain Skyline Crane in West Bengal,"The potentially valuable hill forests of Darjeellng District in West Bengal remained unexploited because of poor communication and transport facilities. With the introduction of modern logging equipments like gravity conveyor, All Terrain Skyline Crane, Lasso winches etc. the extraction of timber is now economically feasible from the inaccessible hilly areas. The efficiency and cost studies is conducted on Hinteregger All Terrain Skyline Crane at Dhapar in Mo block of Kalimpong Forest Division, The cost of transportation of wood per cu. metre for the span of 450 metres is calculated and found to be Rs. 36.68. The study has revealed that the machine is not being used at its full load capacity; the cost of transportation would have been much lower had the machine been worked at its rated capacity.",1976,The Indian Forester
[Maternal HIV infection and the anthropometric characteristics of children at birth in Burkina Faso. DITRAME Study Group].,"The aim of this study was to investigate the relationship between maternal HIV status and the anthropometric characteristics of children at birth. A cross-sectional study was conducted in Bobo-Dioulasso from January 1995 to May 1996. We included all mother-child pairs seen postpartum for whom the HIV status of the mother had been determined at an antenatal visit and anthropometric measurements had been taken for the child at birth. Birth weights below 2,500 g were classed as ""low"", body lengths of less than 47 cm at birth were described as ""small birth size"" and head circumferences of less than 33 cm were classed as ""small"". We included 956 mothers and 956 children in the survey. Low birth-weights were recorded more frequently among children born to HIV-infected mothers than among those born to uninfected mothers (23. 37% versus 15.6%; p = 0.006). Mean birth-weight, birth size and head circumference did not differ significantly between the children of HIV-infected and uninfected mothers. In multivariate analysis, HIV infection and primiparity were independently associated with low birth-weight. Maternal HIV infection was the only factor associated with small birth size. There was no relationship between head circumference and maternal HIV status. Thus, maternal HIV infection appears to be associated with low birth-weight and small birth size.",1999,Sante
"Vitis Ã—novae-angliae (Vitaceae): systematics, distribution and history of an â€œillegalâ€ alien grape in Europe","Abstract Ardenghi N. M. G., Galasso G., Banfi E. & Cauzzi P.: Vitis Ã—novae-angliae (Vitaceae): systematics, distribution and history of an â€œillegalâ€ alien grape in Europe. â€” Willdenowia 45: 197â€“207. 2015. â€” Version of record first published online on 13 July 2015 ahead of inclusion in August 2015 issue; ISSN 1868-6397; Â© 2015 BGBM Berlin. DOI: http://dx.doi.org/10.3372/wi.45.45206 Systematics and distribution in Europe of Vitis Ã—novae-angliae (= V. labrusca Ã— V. riparia, Vitaceae), a naturalized North American neophyte introduced for wine production in the 19th century, are investigated. Original identification tools are provided and diagnostic characters are discussed in detail, with special reference to leaf, fruit and seed morphology and the flavour of ripe berries. The complex of events that led to its introduction and eventually to its prohibition in Europe are also taken into account. Original morphological data regarding infructescences and seeds of related taxa are also reported.",2015,
A semi-mechanism approach based on MRI and proteomics for prediction of conversion from mild cognitive impairment to Alzheimerâ€™s disease,"Mild cognitive impairment (MCI) is a precursor phase of Alzheimer's disease (AD). As current treatments may be effective only at the early stages of AD, it is important to track MCI patients who will convert to AD. The aim of this study is to develop a high performance semi-mechanism based approach to predict the conversion from MCI to AD and improve our understanding of MCI-to-AD conversion mechanism. First, analysis of variance (ANOVA) test and lasso regression are employed to identify the markers related to the conversion. Then the Bayesian network based on selected markers is established to predict MCI-to-AD conversion. The structure of Bayesian network suggests that the conversion may start with fibrin clot formation, verbal memory impairment, eating pattern changing and hyperinsulinemia. The Bayesian network achieves a high 10-fold cross-validated prediction performance with 96% accuracy, 95% sensitivity, 65% specificity, area under the receiver operating characteristic curve of 0.82 on data from the Alzheimer's Disease Neuroimaging Initiative (ADNI) database. The semi-mechanism based approach provides not only high prediction performance but also clues of mechanism for MCI-to-AD conversion.",2016,Scientific Reports
Online joint classification and anomaly detection via sparse coding,"We present a novel convex scheme for simultaneous online fault classification and anomaly detection in a multivariate time-series setting. Our approach extends recent work on sparse coding and anomaly detection using an over-complete dictionary to problems where some taxonomy of anomalies already exists. The temporal aspect of the data is addressed by a simple sliding window approach; inspired by a group-LASSO penalisation approach, classification is treated by jointly sparsifying groups of the coefficients (the sparse coding) of dictionary atoms via â„“2;1 regularisation. The dictionary which drives the prediction and coding is assumed given and is learnable by a range of available prior algorithms. We demonstrate our framework on a classification and anomaly detection task on three-phase low-voltage time-series. In this case, we manually design our dictionary based on basic knowledge of common faults that affect low-voltage powerlines. For this reason our approach does not necessarily require a training stage.",2014,2014 IEEE International Workshop on Machine Learning for Signal Processing (MLSP)
"Laboratory Biomarkers, Cerebral Blood Flow Velocity, and Intellectual Function in Children with Sickle Cell Disease","Objective
The aim of this preliminary study was to describe putative markers of cerebral vasculopathy and investigate relationships among these markers, demographic factors, and cognitive function in a young sample of neurologically normal children with SCD. Study Design. Thirty-eight children with homozygous HbS, aged 4-11 years, were included. Estimated IQ and markers of coagulation and endothelial activation, hemolysis, and inflammation, as well as transcranial Doppler velocities, hydroxyurea use, and demographic information were obtained.


Results
Using multiple regression analyses, there were few significant independent associations between biomarkers or blood flow velocity and estimated IQ. Lactic dehydrogenase (LDH) independently predicted cognitive function, but blood flow velocity did not mediate this relationship. Maternal education, patient age, and hydroxyurea status were independent predictors of cognition. Given the small sample size, a LASSO statistical model was employed to further identify potential predictors of IQ, which identified LDH, absolute neutrophil count (ANC), platelet count, thrombin-antithrombin (TAT), tissue factor (TF), maternal education, age, and hydroxyurea as potential predictors of cognition.


Conclusions
In addition to effects of age and maternal education, some vasculopathic markers are associated with cognitive function in young children with SCD, and these relationships do not appear to be mediated through blood flow velocity. Although the lack of association among certain variables was not as predicted, results provide support for further research regarding the influence of vasculopathic markers on cognitive function in children with SCD without stroke, especially intravascular hemolysis and coagulation/endothelial activation, and a possible role for HU treatment in preventing or reversing cognitive decline.",2020,Advances in Hematology
Anthologizing the Atlantic Slave Trade Literature,"The ever-prolific Jeremy Black has assembled these four volumes of eighty five photo-reproduced articles in English. Ashgate, of course, specializes in this style of print reader and has produced a vast array of topically orga nized collections, supplementing the growing availability of at least some of the same materials in digital formats. (Readers of this journal will recall that more than ten years ago Patrick Manning published a similarly formatted collection centered on Africa, also through Ashgate/Variorum.)1 I have not confirmed Internet access to the entire collection, but scanning the sites from which the contents of these volumes were taken suggests that nearly all may also be downloaded. The essays included date from 1940 (John Blake on the English trade to the Portuguese empire in West Africa) through 2004 (Guillaume Daudin on profitability in the eighteenth-cen tury French trade). Three were published before 1960, seven in the 1960s, twenty in the 1970s, twenty-four in the 1980s, twenty-two in the 1990s, and eight after 2000. This is not the place to speculate on various publishers' marketing strategies aimed at instructors seeking print collections for col lege and university classes, but presumably commercial as well as academic considerations led to the exclusion of the considerable scholarship in French, Spanish, Portuguese, Dutch, and Danish. Black opens each of the century-defined volumes with a short intro ductory essay placing the articles in their historical contexts. In the edi tor's vision, the articles fit into a general conceptual framework focusing on the challenges that Europeans eventually addressed by sailing captives across the Atlantic from Africa to the Americas. Examples include the role of disease in the demographic collapse of Native American populations and the contemporaneous expansion of commercialized serfdom in eastern Europe. Black's thoughtful quest for context thus occasionally reaches well beyond a geographical definition of ""the Atlantic""; Araucanian responses in southern Chile, for example, are included as an example of the resis tance Europeans encountered as they sought to seize labor from local pop ulations in the Americas. Volume 1, on the early phases of the trade, thus includes two theoretical essays (Domar and Engerman), classic writings on Africa (Wilks and Fage?but not Meillassoux), half a dozen essays on the Americas, two minor pieces on the English involvement (Blake and Hair), and framing pieces on historiography (Ewald), volume (Lovejoy from the",2008,African Studies Review
