title,abstract,year,journal
Biochar production from cotton residues as an agronomical practice improving soil physicochemical properties and maize yields (Zea mays L.) in tropical soils of Burkina Faso,"Victor Burgeon (1), Jean-Thomas Cornelis (1), Mastrolonardo Giovanni (1,2), GarrÃ© Sarah (1), Colinet Gilles (1), Coulibaly Kalifa (3), Ouattara Malick (3), and Hassan Bismarck Nacro (3) (1) Water-Soil-Plant Exchanges Axis Gembloux Agro-bio Tech, University of LiÃ¨ge, Avenue MarÃ©chal Juin nâ—¦27 B52, 5030 Gembloux, Belgium (victor.burgeon@uliege.be), (2) Dipartimento di Scienze delle Produzioni Agroalimentari e dellâ€™Ambiente, UniversitÃ  di Firenze, Piazzale delle Cascine 18, 50144 Firenze, Italy , (3) Institut du dÃ©veloppement rural, UniversitÃ© Nazi Boni, BP 1091 Bobo-Dioulasso, Burkina Faso",2018,
Optimal Portfolio Selection using Regularization,"The mean-variance principle of Markowitz (1952) for portfolio selection gives disappointing results once the mean and variance are replaced by their sample counterparts. The problem is ampliâ€¦ed when the number of assets is large and the sample covariance is singular or nearly singular. In this paper, we investigate four regularization techniques to stabilize the inverse of the covariance matrix: the ridge, spectral cut-oÂ¤, Landweber-Fridman and LARS Lasso. These four methods involve a tuning parameter that needs to be selected. The main contribution is to derive a data-driven method for selecting the tuning parameter in an optimal way, i.e. in order to minimize the expected loss in utility of a mean-variance investor. The cross-validation type criterion takes a similar form for the four regularization methods. The resulting regularized rules are compared to the sample-based meanvariance portfolio and the naive 1/N strategy in terms of in-sample and out-ofsample Sharpe ratio and expected loss in utility. The main â€¦nding is that a regularization to covariance matrix drastically improves the performance of meanvariance problem and outperforms the naive portfolio especially in ill-posed cases, as demonstrated through extensive simulations and empirical study.",2010,
Hyperspectral image spectral denoising using pure and wavelet with sparse restoration,"Hyper Spectral Image (HSI) denoising are usually classified as signal dependent and signal independent methods of denoising. In an HSI data, both signal dependent and signal independent noises co-exist and it is said as a mixed noise condition. The proposed method in this paper denoises an HSI data, in which a signal dependent Poisson noise is degraded by a signal independent AWGN. This method uses lasso regression along with Poisson based Stein Unbaised Risk Estimation to remove the Poisson degraded by AWGN. The regularization parameter is updated for every band of data and it uses wavelet for image denoising. This method is evaluated in terms SNR and IEF and compared with the other existing methods of denoising.",2015,2015 International Conference on Communications and Signal Processing (ICCSP)
Genome-wide interaction analysis of quantitative traits in outbred mice.,"With a large number of quantitative trait loci being identified in genome-wide association studies, researchers have become more interested in detecting interactions among genes or single nucleotide polymorphisms (SNPs). In this research, we carried out a two-stage model selection procedure to detect interacting gene pairs or SNP pairs associated with four important traits of outbred mice, including glucose, high-density lipoprotein cholesterol, diastolic blood pressure and triglyceride. In the first stage, a variance heterogeneity test was used to screen for candidate SNPs. In the second stage, the Lasso method and single pair analysis were used to select two-way interactions. Moreover, the shared Gene Ontology information about the selected interacting gene pairs was considered to study the interactions auxiliarily. Based on this method, we not only replicated the identification of important SNPs associated with each trait of outbred mice, but also found some SNP pairs and gene pairs with significant interaction effects on each trait. Simulation studies were also conducted to evaluate the performance of the two-stage method in different situations.",2015,Genetics research
Impact of different environmental stress factors upon the expression of adherence ability in Escherichia coli strains isolated from marine waters,"Objective.The purpose of the present study was to investigate the expression of cellassociated virulence factorsin 100E. colistrains isolated from Black Sea Coast, in different cultivation conditions simulating different environmental stress factors.Material and methods.The bacterial adherence to HeLa cells was investigated in variable incubation temperatures, salinities, pH and O2concentration, followed by PCR detection of genes codifying proteins involved in adherence:aggR,aafI /IIandEAST /1.Results.The tested strains developed the ability to grow at 22Â°C, 37Â°C, 44Â°C, irrespective to the salinity, pH and glucose concentration, in aerobic and anaerobic conditions.The adherence capacity to a cellular substratum with a predominantly localized pattern was significantly influenced by the variation of the NaCl concentration. An adherence index of 100% was noticed at pH of 7.2 and9.6 at 37Â°C, in aerobiosis.The expression of various adherencepatternswas highlighted for bacteria grown atacidpH (5.2) and respectively basic (9.6).",2012,
Comparison of Cox Model Methods in A Low-dimensional Setting with Few Events,"Prognostic models based on survival data frequently make use of the Cox proportional hazards model. Developing reliable Cox models with few events relative to the number of predictors can be challenging, even in low-dimensional datasets, with a much larger number of observations than variables. In such a setting we examined the performance of methods used to estimate a Cox model, including (i) full model using all available predictors and estimated by standard techniques, (ii) backward elimination (BE), (iii) ridge regression, (iv) least absolute shrinkage and selection operator (lasso), and (v) elastic net. Based on a prospective cohort of patients with manifest coronary artery disease (CAD), we performed a simulation study to compare the predictive accuracy, calibration, and discrimination of these approaches. Candidate predictors for incident cardiovascular events we used included clinical variables, biomarkers, and a selection of genetic variants associated with CAD. The penalized methods, i.e., ridge, lasso, and elastic net, showed a comparable performance, in terms of predictive accuracy, calibration, and discrimination, and outperformed BE and the full model. Excessive shrinkage was observed in some cases for the penalized methods, mostly on the simulation scenarios having the lowest ratio of a number of events to the number of variables. We conclude that in similar settings, these three penalized methods can be used interchangeably. The full model and backward elimination are not recommended in rare event scenarios.",2016,"Genomics, Proteomics & Bioinformatics"
Variable selection in the general linear model for censored data,"Variable selection is a popular topic in statistics today. However, for right censored data, only a few methods are available. The principle method assumes that the data comes from a Cox proportional hazards model. In 1997, Tibshirani proposed a variation of the LASSO method that minimizes the log partial likelihood subject to the sum of the absolute values of the parameters being bounded by a constant in the Cox proportional hazards model. Due to the nature of this constraint, it shrinks coefficients and produces some coefficients that are exactly zero. The resulting prediction error is smaller than that of subset selection methods. However, the proportional hazard assumption isnâ€™t always appropriate for real data. Therefore, we apply this method to the class of models (linear regression models) in which the response variable is right censored and the error is symmetric at zero, but is otherwise distribution free. The method also uses a sieve-likelihood to calculate a variation of the LASSO criterion and uses generalized cross-validation to choose the tuning parameter. Simulation shows that this method gives smaller prediction error than the method that depends on the proportional hazard assumption in some scenarios, especially for larger sample sizes. The performance of the proposed method is also examined via a data set from a study of the ganglioside content of primary brain tumors and a data set from a study of bone marrow transplants in Chronic Myelogenous Leukemia patients.",2007,
Compressed History Matching: Exploiting Transform-Domain Sparsity for Regularization ofÂ Nonlinear Dynamic Data Integration Problems,"In this paper, we present a new approach for estimating spatially-distributed reservoir properties from scattered nonlinear dynamic well measurements by promoting sparsity in an appropriate transform domain where the unknown properties are believed to have a sparse approximation. The method is inspired by recent advances in sparse signal reconstruction that is formalized under the celebrated compressed sensing paradigm. Here, we use a truncated low-frequency discrete cosine transform (DCT) is redundant to approximate the spatial parameters with a sparse set of coefficients that are identified and estimated using available observations while imposing sparsity on the solution. The intrinsic continuity in geological features lends itself to sparse representations using selected low frequency DCT basis elements. By recasting the inversion in the DCT domain, the problem is transformed into identification of significant basis elements and estimation of the values of their corresponding coefficients. To find these significant DCT coefficients, a relatively large number of DCT basis vectors (without any preferred orientation) are initially included in the approximation. Available measurements are combined with a sparsity-promoting penalty on the DCT coefficients to identify coefficients with significant contribution and eliminate the insignificant ones. Specifically, minimization of a least-squares objective function augmented by an l1-norm of DCT coefficients is used to implement this scheme. The sparsity regularization approach using the l1-norm minimization leads to a better-posed inverse problem that improves the non-uniqueness of the history matching solutions and promotes solutions that are, according to the prior belief, sparse in the transform domain. The approach is related to basis pursuit (BP) and least absolute selection and shrinkage operator (LASSO) methods, and it extends the application of compressed sensing to inverse modeling with nonlinear dynamic observations. While the method appears to be generally applicable for solving dynamic inverse problems involving spatially-distributed parameters with sparse representation in any linear complementary basis, in this paper its suitability is demonstrated using low frequency DCT basis and synthetic waterflooding experiments.",2010,Mathematical Geosciences
Distinguishing malignant from benign microscopic skin lesions using desorption electrospray ionization mass spectrometry imaging.,"Detection of microscopic skin lesions presents a considerable challenge in diagnosing early-stage malignancies as well as in residual tumor interrogation after surgical intervention. In this study, we established the capability of desorption electrospray ionization mass spectrometry imaging (DESI-MSI) to distinguish between micrometer-sized tumor aggregates of basal cell carcinoma (BCC), a common skin cancer, and normal human skin. We analyzed 86 human specimens collected during Mohs micrographic surgery for BCC to cross-examine spatial distributions of numerous lipids and metabolites in BCC aggregates versus adjacent skin. Statistical analysis using the least absolute shrinkage and selection operation (Lasso) was employed to categorize each 200-Âµm-diameter picture element (pixel) of investigated skin tissue map as BCC or normal. Lasso identified 24 molecular ion signals, which are significant for pixel classification. These ion signals included lipids observed at m/z 200-1,200 and Krebs cycle metabolites observed at m/z < 200. Based on these features, Lasso yielded an overall 94.1% diagnostic accuracy pixel by pixel of the skin map compared with histopathological evaluation. We suggest that DESI-MSI/Lasso analysis can be employed as a complementary technique for delineation of microscopic skin tumors.",2018,Proceedings of the National Academy of Sciences of the United States of America
MO-FG-202-09: Virtual IMRT QA Using Machine Learning: A Multi-Institutional Validation.,"PURPOSE
To validate a machine learning approach to Virtual IMRT QA for accurately predicting gamma passing rates using different QA devices at different institutions.


METHODS
A Virtual IMRT QA was constructed using a machine learning algorithm based on 416 IMRT plans, in which QA measurements were performed using diode-array detectors and a 3%local/3mm with 10% threshold. An independent set of 139 IMRT measurements from a different institution, with QA data based on portal dosimetry using the same gamma index and 10% threshold, was used to further test the algorithm. Plans were characterized by 90 different complexity metrics. A weighted poison regression with Lasso regularization was trained to predict passing rates using the complexity metrics as input.


RESULTS
In addition to predicting passing rates with 3% accuracy for all composite plans using diode-array detectors, passing rates for portal dosimetry on per-beam basis were predicted with an error <3.5% for 120 IMRT measurements. The remaining measurements (19) had large areas of low CU, where portal dosimetry has larger disagreement with the calculated dose and, as such, large errors were expected. These beams need to be further modeled to correct the under-response in low dose regions. Important features selected by Lasso to predict gamma passing rates were: complete irradiated area outline (CIAO) area, jaw position, fraction of MLC leafs with gaps smaller than 20 mm or 5mm, fraction of area receiving less than 50% of the total CU, fraction of the area receiving dose from penumbra, weighted Average Irregularity Factor, duty cycle among others.


CONCLUSION
We have demonstrated that the Virtual IMRT QA can predict passing rates using different QA devices and across multiple institutions. Prediction of QA passing rates could have profound implications on the current IMRT process.",2016,Medical physics
Phraseology of disk herniation: an inevitable revision.,"0009-9260/$ e see front matter 2010 The Royal Co doi:10.1016/j.crad.2010.07.004 Disk herniation, the common term for the most important clinical features of degenerative disk disease, is composed by elements of both classic languages, that are disk [from diskos (Greek)1â„4 disc, plate, slice] and herniation [from hernia (Latin)1â„4 hernia, rupture]. The component herniation can be replaced by prolapse, which also goes back to Latin and which is only marginally modified in each of the many languages putting it to use (such as prolapso in Spanish, prolapsus in French, prolasso in Italian, and prolaps in German). In the appropriate clinical context, the term is unambiguous both for neurologists and neurosurgeons as well as for orthopaedists, radiologists, and general practitioners. The underlying Latin term is prolapsus, us, a masculine of the fourth declension. There exists also the feminine variant prolapsio in the Roman literature.1 The corresponding verb is prolabi.2 The Latin word prolapsus is a compound of two elements, the preposition pro (that is â€œat the front,â€ â€œup to the frontâ€) and the noun lapsus (that is â€œgliding,â€ â€œfallingâ€). Thus, prolapsus denotes a foreword motion. The term is hardly ever found in the ancient Roman literature. The Late Latin poet Rufius Festus Avienus (second half of the fourth century A.D.) used it in his Description of the Earth (Chapter 84) for telling of running water (prolapsus aquae). In the Medieval Latin literature, the phrase is neither documented in its original meaning nor as a scientific term. In order to refer to the fall out of deciduous teeth in children, the Romans made do with the simple word lapsus.3",2010,Clinical radiology
FlÃ¼ssigkeitszufuhrvorrichtung und automatisches AnalysegerÃ¤t,"Flussigkeitszufuhrvorrichtung
mit einer Flussigkeitszufuhrkammer
(131), die eine Einlassoffnung
(134) und eine Auslassoffnung
(133) und ein variables Volumen hat, und ein verformbares Diaphragma
(141), das eine der Oberflachen
bildet, die die Flussigkeitszufuhrkammer
begrenzen, wobei das Diaphragma (141) in einer Richtung verformt
wird, in der das Volumen der Flussigkeitszufuhrkammer
zunimmt, um Fluid in die Flussigkeitszufuhrkammer
durch die Einlassoffnung
einzuleiten, und das Diaphragma in einer Richtung verformt wird,
in der das Volumen der Flussigkeitszufuhrkammer
abnimmt, um das Fluid durch die Auslassoffnung zu entleeren, gekennzeichnet
durch ein im Einlass angeordnetes Ventil (132, 133), durch das das
Fluid in die Flussigkeitszufuhrkammer
von ausen
einfliest,
um den Widerstand des einfliesenden
Fluids zu vermindern, aber den Widerstand des ausfliesenden Fluids
zu vergrosern, und
ein Ventil, das in dem Auslass angeordnet ist, durch das das Fluid
aus der Flussigkeitszufuhrkammer
nach ausen
entleert wird, zum Vermindern des Widerstandes des ausfliesenden Fluids,
aber Vergrosern des
Widerstandes des von ausen...",1999,
An Optimization Approach to Detect Differentially Methylated Regions from Whole Genome Bisulfite Sequencing Data,"Whole genome bisulfite sequencing (WGBS) is the current method of choice to obtain the methylation status of each single CpG dinucleotide in a genome. The typical analysis asks for regions that are differentially methylated (DMRs) between samples of two classes, such as different cell types. However, even with current low sequencing costs, many studies need to cope with few samples and medium coverage to stay within budget. We present a method to conservatively estimate the methylation difference between the two classes. Starting from a Bayesian paradigm, we formulate an optimization problem related to LASSO approaches. We present a dynamic programming approach to efficiently compute the optimal solution and its implementation diffmer. We discuss the dependency of the resulting DMRs on the free parameters of our approach and compare the results to those obtained by other DMR discovery tools (BSmooth and RADMeth). We showcase that our method discovers DMRs that are missed by the other tools.",2015,PeerJ
