title,abstract,year,journal
Neuroimaging of Tuberous Sclerosis Complex,"Poster: ""ECR 2015 / C-2324 / Neuroimaging of Tuberous Sclerosis Complex"" by: ""M. Ben Lassoued, B. Souissi, M. Hachicha, N. Toumi, H. Abid, S. Haddar, K. Ben Mahfoudh; Sfax/TN""",2015,
"Callorhinus gilmorei n . sp . , ( Carnivora : Otariidae ) from the San Diego Formation ( Blancan ) and its implications for . . iCZ otariid phylogeny LIBRA F ? y","A new species of fur seal, Callorhinus gilmorei, described from the San Diego Formation of southern California and Mexico, fills a critical stratigraphic and evolutionary gap in our knowledge of otariids. This Late Pliocene (Late Blancan) occurrence of Callorhinus represents the earliest record of modem otariid genera. Mandibular and dental characters distinguish Callorhinus gilmorei from the living northern fur seal, C ursinus. Cladistic analysis supports a sister group relationship between Callorhinus and the Hemphillian fur seal ""'Thalassoleori"" macnallyae. Relationships among Arctocephalus species are unresolved. Reevaluation of Hydrarctos lomasiensis from the Pliocene of Peru suggests that it is the primitive sister taxon of all modem otariids. Modem fur seals and sea lions form separate monophyletic groups.",2010,
Adventurous Tourism for Couch Potatoes,"Two tourist guides are described. One supports a virtual tour through an archaeological site, the other a tour through a real exhibition. The first system is based on the 3D reconstruction of the ancient city of Sagalassos. A virtual guide, represented by an animated mask can be given commands using natural speech. Through its expressions the mask makes clear whether the questions have been understood, whether they make sense, etc. Its presence largely increases the intuitiveness of the interface. This system is described only very concisely. 
 
A second system is a palmtop assistant that gives information about the paintings at the ongoing Van Dijck exhibition in the Antwerp museum of fine arts. The system consists of a handheld PC with camera and Ethernet radio link. Images are taken of paintings or details thereof. The images are analysed by a server, which sends back information about the particular painting or the details. It gives visitors more autonomy in deciding in which order to look at pieces and how much information is required about each. The system is based on image database retrieval, where interest points are characterised by geometric/photometric invariants of their neighbourhoods.",1999,
High-Performance Liquid Chromatography ofCorynomycolic Acids asaToolinIdentification ofCorynebacterium Species andRelated Organisms,"A high-performance liquid chromatography (HPLC)study of307strains ofCorynebacterium species and related taxarevealed thatstrains classified as""Corynebacterium aquaticum""; ""Corynebacterium asperum""; andCenters forDisease Control (CDC)groups 1,2,A-3,A-4,A-5,B-1,B-3,E,F-2, andI-2aswellassome unidentified coryneforms donotcontain anycorynomycolic acids; therefore, they should notbeincluded inthe genusCorynebacterium. SuchanHPLCmethodofidentification permitted thecorrect assignment tothegenus Rhodococcus oftwounpigmented strains ofcoryneform bacteria whosemycolic acidprofiles werecomparable tothose ofRhodococcus equi. Bacteria belonging toCDCgroups ANF-1, ANF-3, F-1, G-1,G-2,andI-1, aswell assomeotherCorynebacterium sp.strains, yielded corynomycolic acidHPLC patterns related tothose of Corynebacterium species. Either similarities ordifferences wereobserved inthecorynomycolic acidprofiles of Corynebacterium species tested after culture onsheep blood agarand/or sheep blood agarsupplemented with Tween80,whichdemonstrated thatidentification atthespecies orgrouplevel ispossible. However, Corynebacterium striatum andCDCgroupI-1bacteria aswell asCDCgroupG-1andgroupG-2bacteria had indistinguishable HPLC patterns. Conversely, somevariations wereobserved within somespecies as Corynebacterium xerosis, C.striatum, andCorynebacterium minutissimum. Theevaluation procedure ofthis HPLCmethodbymassspectrometry analysis ofisolated eluted peaks revealed thatanalytical reverse-phase HPLCalone doesnotprovide anystructural information, since isomers withidentical polarities coeluted asa single peak.Nevertheless, HPLC isa rapidandreliable methodforidentification ofcorynomycolic acid-containing bacteria intheclinical microbiological laboratory. Theclinical andmicrobiological aspects ofinfections caused bynondiphtheria Corynebacterium species andcoryneform bacteria werereviewed recently (24). Theselatter pleomorphic, non-spore-forming, gram-positive rodsare classified bytheCenters forDisease Control (CDC)into 16 CDC taxongroups ofcoryneforms (32, 33)whichhavenot yetbeencharacterized ornamedbytaxonomic studies (24). Microbiologists may,occasionally, experience difficulty whentheyusethestandard procedure ofidentification (32) oranewcommercial kit(28). Theidentification ofcoryneformbacteria atthegenusaswellasthespecies levels has beenreported tobefarless successful thanthat ofanyother bacteria because morethan40%ofcoryneform isolates may belong toagenusotherthanCorynebacterium (17,24). Thus,another approach totheidentification ofCorynebacterium species andrelated organisms whichareincreasingly isolated mustbeinvestigated. Bergey's ManualofSystematic Bacteriology (19) includes thegenusCorynebacterium within theirregular, non-sporeforming, gram-positive rods, although thepartial sequencing of16SrRNA,theaminoacidprofiles, andthelipid cell wall compositions ofCorynebacterium species haveproperties thatarecommontothose ofRhodococcus, Nocardia, and Mycobacterium species (30). Mycolic acids area-ramified, ,B-hydroxylated fatty acids whosenumberofcarbon atoms anddegree ofdesaturation ofmainandlateral chains vary according tothegenusconsidered, asfollows: Corynebac",1992,
Regularized logistic regression for obstructive sleep apnea screening during wakefulness using daytime tracheal breathing sounds and anthropometric information,"Obstructive sleep apnea (OSA) is a prevalent health problem. Developing a technology for quick OSA screening is momentous. In this study, we used regularized logistic regression to predict the OSA severity level of 199 individuals (116 males) with apnea/hypopnea index (AHI) â‰¥ 15 (moderate/severe OSA) and AHI < 5 (non-OSA) using their tracheal breathing sounds (TBS) recorded during daytime, while they were awake. The participants were guided to breathe through their nose, and then through their mouth at their deep breathing rate. The least absolute shrinkage and selection operator (LASSO) feature selection approach was used to select the discriminative features from the power spectra of the TBS and the anthropometric information. Using a five-fold cross-validation procedure, five different training sets and their corresponding blind-testing sets were formed. The average blind-testing classification accuracy over the five different folds was found to be 79.3% Â± 6.1 with the sensitivity (specificity) of 82.2% Â± 7.2% (75.8% Â± 9.9%). The accuracy for the entire dataset was found to be 81.1% with sensitivity (specificity) of 84.4% (77.0%). The feature selection and classification procedures were intelligible and fast. The selected features were physiologically meaningful. Overall, the results show that TBS analysis can be used as a quick and reliable prediction of the presence and severity of OSA during wakefulness without a sleep study. Graphical abstract Wakefulness screening of obstructive sleep apnea using tracheal breathing sounds and anthropometric information by means of regularized logistic regression with the least absolute shrinkage and selection operator approach for feature selection and classification. Wakefulness screening of obstructive sleep apnea using tracheal breathing sounds and anthropometric information by means of regularized logistic regression with the least absolute shrinkage and selection operator approach for feature selection and classification.",2019,Medical & Biological Engineering & Computing
Essai d'interprÃ©tation du phÃ©nomÃ¨ne Ã©conomique dans les sociÃ©tÃ©s traditionnelles d'auto-subsistance,"Meillassoux Claude. Essai d'interpretation du phenomene economique dans les societes traditionnelles d'auto-subsistance. In: Cahiers d'etudes africaines, vol. 1, nÂ°4, 1960. pp. 38-67.",1960,Cahiers d'Ã‰tudes africaines
Penalized regression via the restricted bridge estimator.,"This article is concerned with the Bridge Regression, which is a special family in penalized regression with penalty function $\sum_{j=1}^{p}|\beta_j|^q$ with $q>0$, in a linear model with linear restrictions. The proposed restricted bridge (RBRIDGE) estimator simultaneously estimates parameters and selects important variables when a prior information about parameters are available in either low dimensional or high dimensional case. Using local quadratic approximation, the penalty term can be approximated around a local initial values vector and the RBRIDGE estimator enjoys a closed-form expression which can be solved when $q>0$. Special cases of our proposal are the restricted LASSO ($q=1$), restricted RIDGE ($q=2$), and restricted Elastic Net ($1< q < 2$) estimators. We provide some theoretical properties of the RBRIDGE estimator under for the low dimensional case, whereas the computational aspects are given for both low and high dimensional cases. An extensive Monte Carlo simulation study is conducted based on different prior pieces of information and the performance of the RBRIDGE estiamtor is compared with some competitive penalty estimators as well as the ORACLE. We also consider four real data examples analysis for comparison sake. The numerical results show that the suggested RBRIDGE estimator outperforms outstandingly when the prior is true or near exact",2019,arXiv: Statistics Theory
Semantic binary coding for visual recognition via joint concept-attribute modelling,"Recent years have witnessed the unprecedented efforts of visual representation for enabling various efficient and effective multimedia applications. In this paper, we propose a novel visual representation learning framework, which generates efficient semantic hash codes for visual samples by substantially exploring concepts, semantic attributes as well as their inter-correlations. Specifically, we construct a conceptual space, where the semantic knowledge of concepts and attributes is embedded. Then, we develop an effective on-line feature coding scheme for visual objects by leveraging the inter-concept relationships through the intermediate representative power of attributes. The code process is formulated as an overlapping group lasso problem, which can be efficiently solved. Finally, we may binarize the visual representation to generate efficient hash codes. Extensive experiments have been conducted to illustrate the superiority of our proposed framework on visual retrieval task as compared to state-of-the-art methods.",2018,Multimedia Tools and Applications
Characterization of a prognostic four-gene methylation signature associated with radiotherapy for head and neck squamous cell carcinoma,"Head and neck squamous cell carcinoma (HNSCC) remains one of the most common malignancies associated with poor prognosis. DNA methylation has emerged as an important mechanism underlying the radioâ€‘resistance of tumors. Prognostic biomarkers based on radiotherapyâ€‘related aberrant DNA methylation are limited. Methylation profiles of 388Â patients with HNSCC were acquired from The Cancer Genome Atlas (TCGA) portal. Genes with differentially methylated CpG sites (DMGs) were screened between patients with a favorable and poor prognosis with or without radiotherapy. A weight gene coâ€‘methylation network was constructed using a Weighted Gene Coâ€‘expression Network Analysis (WGCNA) package. A lasso Coxâ€‘PH model was used to identify the optimal panel of genes with the ability to predict survival in these patients. Prognostic performance of the multiâ€‘gene methylation signature was assessed in a training set and confirmed in a validation set. A total of 976Â DMGs were observed between favorable and poor prognostic samples. Four DMGâ€‘enriched coâ€‘methylation modules were identified. A fourâ€‘gene methylation signature was determined by the lasso Coxâ€‘PH model that consisted of ZNF10, TMPRSS12, ERGIC2, and RNF215. The risk score based on the fourâ€‘gene signature was able to divide the training or validation set into two risk groups with significantly different overall survival. Thus, the present study revealed a radiotherapyâ€‘related fourâ€‘gene methylation signature to predict survival outcomes of patients with HNSCC, providing candidate therapeutic targets for novel therapy against HNSCC. However, substantial validation experiments are required.",2019,Molecular Medicine Reports
The Density of Linear-Time Properties,"Finding models for linear-time properties is a central problem in verification and planning. We study the distribution of linear-time models by investigating the density of linear-time properties over the space of ultimately periodic words. The density of a property over a bound n is the ratio of the number of lasso-shaped words of length n, that satisfy the property, to the total number of lasso-shaped words of length n. We investigate the problem of computing the density for both linear-time properties in general and for the important special case of \(\omega \)-regular properties. For general linear-time properties, the density is not necessarily convergent and can oscillates indefinitely for certain properties. However, we show that the oscillation is bounded by the growth of the sets of bad- and good-prefix of the property. For \(\omega \)-regular properties, we show that the density is always convergent and provide a general algorithm for computing the density of \(\omega \)-regular properties as well as more specialized algorithms for certain sub-classes and their combinations.",2017,ArXiv
Lasso peptides from proteobacteria: Genome mining employing heterologous expression and mass spectrometry.,"Lasso peptides are natural products with a unique three dimensional structure resembling a lariat knot. They are from ribosomal origin and are post-translationally modified by two enzymes (B and C), one of which shares little similarity to enzymes outside of lasso peptide biosynthetic gene clusters and as such is a useful target for genome mining. In this study, we demonstrate a B protein-centric genome mining approach through which we were able to identify 102 putative lasso peptide biosynthetic gene clusters from a total of 87 different proteobacterial strains. Ten of these clusters were cloned into the pET41a expression vector, optimized through incorporation of a ribosomal binding site and heterologously expressed in Escherichia coli BL21(DE3). All 12 predicted lasso peptides (namely burhizin, caulonodin I, caulonodin II, caulonodin III, rhodanodin, rubrivinodin, sphingonodin I, sphingonodin II, syanodin I, sphingopyxin I, sphingopyxin II, and zucinodin) were detected by high-resolution Fourier transform mass spectrometry and their proposed primary structure was confirmed through tandem mass spectrometry. High yields (ranging from 0.4 to 5.2 mg/L) were observable for eight of these compounds, while thermostability assays revealed five new representatives of heat labile lasso peptides.",2013,Biopolymers
